ID,ENGLISH,ITALIAN
Quest_2_2,"You're here on request of Lady Sageleaf, a goblin chieftain in Tolstad. Go see her, right away. She's in the Goblin Garden, at the southern tip of Tolstad.","Si trovano qui su richiesta di Lady Sageleaf, una capo-goblin di Tolstad. Vai a trovarla immediatamente: si trova nel Giardino dei Goblin, all’estremità meridionale di Tolstad."
Quest_2_3,"You've spoken with Lady Miska Sageleaf and begun a joint operation with one of her pawns, a goblin named Snell. Let's hope he doesn't get in your way too much.","Avete parlato con Lady Miska Sageleaf e avviato un’operazione congiunta insieme a uno dei suoi “pedine”, un goblin di nome Snell. Speriamo solo che non vi crei troppi problemi…"
Quest_3_1,Coinlord's Meet,Incontro del Signore delle Monete
Quest_3_2,"You do not have permission to enter the Tea Shop. You need authorization from the Magistrate of Tolstad: Coinlord Darrow. You know his mansion can be found up the hill, on central Tolstad.","Non hai l’autorizzazione per entrare nel Negozio di Tè. Hai bisogno dell’approvazione del Magistrato di Tolstad: il Signore delle Monete Darrow. Sai che la sua residenza si trova in cima alla collina, nel centro di Tolstad."
Quest_3_3,The Magistrate wants to have a meet with you. But he is busy during the day. His doors will be open when it gets dark.,Il Magistrato vuole incontrarti. Ma è impegnato durante il giorno; le sue porte saranno aperte al calare della notte.
Quest_3_4,"You swore an oath to Coinlord Nicholas Darrow, in exchange for access to the tea shop. You serve your master well.",Hai giurato un patto con il Signore delle Monete Nicholas Darrow in cambio dell’accesso al negozio di tè. Servi il tuo padrone con grande diligenza.
Quest_3_5,"You refused to swear an oath to Coinlord Nicholas Darrow. He, in return, refused to give you access to the Tea Shop. You have to find another way in.","Hai rifiutato di giurare un patto davanti al Signore delle Monete Nicholas Darrow. In cambio, lui ha rifiutato di concederti l’accesso al Negozio di Tè. Devi trovare un altro modo per entrare."
Quest_3_6,"You managed to talk your way past the Coinlord, somehow. Now you've got access to the Tea Shop, and you didn't even have to agree to some sinister deal first. Nice!",In qualche modo sei riuscito a convincere il Signore delle Monete a lasciarti entrare nel Negozio di Tè… E senza nemmeno dover accettare alcun accordo losco! Ottimo!
Quest_3_7,"You missed your meeting with the Coinlord. Instead, you were given a message by the angel, Ettir.","Hai mancato l’incontro con il Signore delle Monete. Invece, l’angelo Ettir ti ha lasciato un messaggio."
Quest_4_1,Ruffled Feathers,Piume Scompigliate
Quest_4_2,The owner of the tea shop is unaccounted for. Locate this bird-man and find out what he knows.,Il proprietario del negozio di tè è scomparso senza lasciare traccia. Trovate quest’uomo-pássero e scoprite cosa sa.
Quest_4_3,The owner left his tea shop right before the explosion. He was last seen heading below.,Il proprietario aveva lasciato il suo negozio di tè poco prima dell’esplosione. È stato visto per l’ultima volta mentre si dirigeva verso il sottosuolo.
Quest_4_4,The owner of the tea shop was once drunkenly heard bragging about his secret escape plan: shipping himself in a crate to Reeds. You should check the warehouse on Waterlane View.,"Si diceva che il proprietario del negozio di tè, in uno stato di ebbrezza, avesse vantato di possedere un piano segreto per fuggire: spedirsi in una cassa fino a Reeds. Dovreste controllare il magazzino situato in Waterlane View."
Quest_4_5,"Drummer was hiding in a crate, set to be exported to Reeds. You found and interrogated him about his tea shop and his illegal smuggling operation. He told you there was a meeting planned between an information broker and a Freestrider right at the time of the explosion.","Drummer si nascondeva in una cassa, pronta per essere esportata a Reeds. L’hai trovato e interrogato riguardo al suo negozio di tè e alla sua attività di contrabbando illegale. Ti ha detto che, proprio al momento dell’esplosione, era previsto un incontro tra un intermediario informazioni e un Cavalcatore Libero."
Quest_4_6,"You let Drummer go, without taking his papers. Maybe he'll leave, or maybe he'll stay. Who knows?","Hai lasciato andare Drummer senza prendere i suoi documenti. Forse se ne andrà, forse resterà… Chi lo sa?"
Quest_4_7,"You took Drummer's papers, making sure he won't leave the city too easily. Maybe he'll slip away anyway, or maybe he'll stick around. Who knows?","Hai preso i documenti di Drummer, per assicurarti che non possa lasciare la città troppo facilmente. Forse se ne andrà lo stesso, o forse rimarrà… Chi lo sa?"
Quest_5_1,The Star Witness,Il Testimone Stellare
Quest_5_2,"A 'Frank son of Frank' was seen on Pillar Road at the time of the explosion, but calmly walked downstairs afterwards. Locate and question this strange man dressed in yellow. Frank son of Frank is often used as a fake name by rich adventurers around the Coast.","Al momento dell’esplosione, un individuo chiamato “Frank figlio di Frank” fu visto in Pillar Road, ma in seguito scese tranquillamente le scale. Trovate e interrogate quest’uomo strano vestito di giallo. “Frank figlio di Frank” è spesso utilizzato come nome falso da avventurieri ricchi della zona della Costa."
Quest_5_3,"A man dressed in yellow was seen by 'The Duck' in the City Below. This man passed by the entrance to the Crypt, heading into the Southern Caverns.","“The Duck” ha visto un uomo vestito di giallo nella Città Sotterranea. Quest’uomo è passato davanti all’ingresso della Cripta, dirigendosi verso le Caverne Meridionali."
Quest_5_4,"Arn, the kiosk kid, says a man in yellow was seen leaving the scene. He was heading down below. Also, he was interested in Freestrider-stuff...","Arn, il ragazzo del chiosco, dice che è stato visto un uomo in giallo allontanarsi dalla scena; stava dirigendosi verso il sottosuolo. Inoltre, sembrava interessato alle cose legate ai Cavalcatori Liberi…"
Quest_5_5,Moongore spotted a man in yellow heading through the City Below. He went through the South Caves.,Moongore notò un uomo in giallo che si dirigeva verso la Città Sotterranea; attraversò le Caverne del Sud.
Quest_5_6,"Kraaid had an encounter with a human in yellow, who was looking for a 'secret door' to 'further below'.","Kraaid ebbe un incontro con un uomo vestito di giallo, che cercava una “porta segreta” che conducesse “ancora più in basso”."
Quest_5_7,"Viira explained that a famous revolutionary, who is probably this man in yellow, is visiting Norvik during the election. She does not know where he is.","Viira spiegò che un famoso rivoluzionario, probabilmente quest’uomo in giallo, sarebbe venuto a Norvik durante le elezioni. Lei non sapeva dove si trovasse esattamente."
Quest_5_8,"You found Meriadoc Moonwatch at the lowest point of Jor's Pillar, and rescued him from the horrific troll.",Hai trovato Meriadoc Moonwatch nel punto più basso del Pilastro di Jor e l’hai salvato da quel terribile troll.
Quest_5_9,"Moments after the explosion, Meriadoc saw an invisible 'smoky man' rush across the Crossing and then 'enter' the Pillar of Jor. Due to his magical sight, he saw through the veil, and swears it must be a half-open Gate of Jor.","Pochi istanti dopo l’esplosione, Meriadoc vide un “uomo fumoso” invisibile attraversare di corsa il luogo in questione e poi “entrare” nel Pilastro di Jor. Grazie alla sua vista magica, riuscì a vedere attraverso quel velo e giurò che si trattasse sicuramente di un Portale di Jor semi-aperto."
Quest_6_1,Gate of Jor,Portale di Jor
Quest_6_2,"An invisible, 'smoking' man was seen entering the Pillar of Jor, right after the explosion. Now you need to figure out a way to follow. Seek the aid of some ancient powerful being that can help you.","È stato visto un uomo invisibile e “fumante” entrare nel Pilastro di Jor, subito dopo l’esplosione. Ora dovete trovare un modo per seguirlo… Chiedete l’aiuto di qualche antica e potente entità che possa aiutarvi."
Quest_6_3,"According to Visken you need to locate an Astral Projection spell scroll. If you do, he will cast it on you in order for you to enter the Pillar.","Secondo Visken, devi trovare un rotolo di incantesimo per la Proiezione Astrale. Se ci riuscirai, lui lo userà su di te affinché tu possa entrare nel Pilastro di Jor."
Quest_6_4,"You found a Scroll of Astral Projection and gave it to Visken. If you call for him, he will help you enter the Pillar when it is time.","Hai trovato un Rotolo di Proiezione Astrale e l’hai dato a Visken. Se lo chiamerai, ti aiuterà ad entrare nel Pilastro quando sarà il momento."
Quest_6_5,"Olzis suggested that you locate an emerald gemstone. If you do, she will turn it into a <i>Key of Jor</i>.","Olzis vi suggerisce di trovare una gemma di smeraldo. Se ci riuscite, lei la trasformerà in un <i>Chiave di Jor</i>."
Quest_6_6,"You gave the sphinx a gemstone, and she channeled some intense ancient magic into it. Now you have a Key of Jor that will allow you to enter the Pillar, alone or not.","Hai dato alla sfinge una gemma, e lei ne ha canalizzato al suo interno una potente magia antica. Ora possiedi la “Chiave di Jor”, che ti permetterà di entrare nel Pilastro, da solo o in compagnia di altri."
Quest_6_7,"Ever-Glad offered to guide you into the Pillar, if you accept his job offer.","Ever-Glad si offrirà di guidarti verso il Pilastro, se accetterai la sua proposta di lavoro."
Quest_6_8,"You accepted a job offer from the eldritch aberration, and in return he has given you a passphrase that will allow you to enter the Pillar, alone or not.","Hai accettato l’offerta di lavoro proposta da quell’aberrazione demoniaca, e in cambio ti ha fornito una parola d’accesso che ti permetterà di entrare nel Pilastro, da solo o in compagnia di altri."
Quest_6_9,You entered the Pillar alone.,Sei entrato nel Pilastro da solo.
Quest_6_10,"You entered the Pillar with Snell, but you seem to have lost him in the darkness.","Sei entrato nel Pilastro insieme a Snell, ma sembra che tu l’abbia perso nell’oscurità."
Quest_6_11,"You entered the Pillar with Snell and Ettir, but you seem to have lost them in the darkness.","Sei entrato nel Pilastro insieme a Snell ed Ettir, ma sembra che li abbia persi nell’oscurità."
Quest_7_1,Elven Connection,Connessione Elfica
Quest_7_2,You found an elven corpse under the tea shop rubble. It's been moved to the Lichhouse for safekeeping.,Hai trovato un cadavere di elfo tra le macerie del negozio di tè. È stato trasferito nella Casa dei Lich per essere custodito in sicurezza.
Quest_7_3,You used Speak with Dead on the dead elf. Some interesting information was collected. Now it's time to follow other leads. And maybe ask around...,Hai utilizzato la capacità “Parlare con i Morti” sull’elfo defunto; sono state raccolte alcune informazioni interessanti. Ora è il momento di seguire altre piste… E forse di fare qualche domanda in giro…
Quest_7_4,"Visken gave a post-mortem. The elf died from the fire, instantaneously.",Visken effettuò un’analisi post-mortem: l’elfo era morto immediatamente a causa dell’incendio.
Quest_7_5,Alfoz told you about his deal with Pinja. He claims to be innocent.,Alfoz vi ha parlato del suo accordo con Pinja. Afferma di essere innocente.
Quest_7_6,"Viira explained their deal with the elven broker. Lisa, a contractor, was sent to handle it.","Viira spiegò l’accordo che avevano stretto con il mercante elfo. Lisa, un’impresa individuale, era stata incaricata di gestirlo."
Quest_7_7,"An Illym Warden appeared in the night. He explained how the dead elf was a traitor, and he 'apologized' for the inconvenience she caused. You should check on the corpse.",Una Guardiana di Illym apparve nella notte. Spiegò come l’elfo morto fosse un traditore e si “scusò” per gli inconvenienti che aveva causato. Dovreste controllare il cadavere.
Quest_7_8,"According to Visken, the elf's corpse was taken by her kin. Whoever found out about her did not want anyone in Norvik to investigate further.","Secondo Visken, il corpo dell’elfo fu portato via dai suoi simili. Chiunque venisse a sapere della sua morte non voleva che qualcuno a Norvik proseguisse le indagini."
Quest_8_1,A Freelance Hag,Una strega freelance
Quest_8_2,"There was a meeting planned in the tea shop on the day of the explosion - a meeting with a <i>hag</i>. Locate her, and find out what she knows.",Quel giorno dell’esplosione era previsto un incontro nel negozio di tè: un incontro con una <i>strega</i>. Trovala e scopri cosa sa.
Quest_8_3,The hag known as 'Lisa' is a freelance worker for the Freestriders on Waterlane. Viira claims she does not know her location.,La strega conosciuta come “Lisa” lavora in modo freelance per i Cavalcatori Liberi di Waterlane. Viira afferma di non conoscere la sua vera ubicazione.
Quest_8_4,"You convinced Rixbiter to give you the password to her magic well, where the hag is supposed to hang out. It leads down to the City Below...","Hai convinto Rixbiter a darti la password del suo pozzo magico, dove si dice che viva quella strega. Quel pozzo conduce verso la Città Sotterranea…"
Quest_8_5,You found Lisa in the City Below. She claims to be innocent.,Hai trovato Lisa nella Città Sotterranea. Afferma di essere innocente.
Quest_8_6,Lisa didn't know too much about Drummer's operation. She does not believe he blew up his own tea shop. She does not know who did.,Lisa non sapeva molto riguardo alle attività di Drummer. Non credeva che fosse stato lui ad far esplodere il proprio negozio di tè; non sapeva nemmeno chi potesse esserne stato.
Quest_8_7,"The hag was a former friend of Pinja'Athena, and was supposed to meet with her on the day of the explosion. She claims the explosion occurred before she arrived.",Quella strega era un’ex amica di Pinja’Athena e doveva incontrarla il giorno dell’esplosione. Afferma che l’esplosione sia avvenuta prima del suo arrivo.
Quest_8_8,"The hag hid in the Below to avoid trouble after barely missing the explosion by accident. You can't arrest her either way, so it's time to look elsewhere.","La strega si nascose nella Città Sotterranea per evitare problemi, dopo essere scampata per un soffio all’esplosione per caso. In ogni caso, non è possibile arrestarla, quindi è arrivato il momento di cercare altrove."
Quest_9_1,Safe & Secure,Al sicuro e protetto.
Quest_9_2,"Drummer has a safe hidden in his office, in the back of the tea shop.","Drummer ha nascosto una cassaforte nel suo ufficio, nella parte posteriore del negozio di tè."
Quest_9_3,You got Drummer's safe open. Great job.,Hai aperto la cassaforte di Drummer… Ottimo lavoro.
Quest_10_1,Strings of Divination,Corde di Divinazione
Quest_10_2,Lisa wants you to prove your natural ability for divination magic. If you get her a 'maw pie' then she'll teach you a trick that could make it easier...,"Lisa vuole che tu dimostri le tue innate capacità nella magia divinatoria. Se le porti una “torta della voragine”, allora ti insegnerà un trucco che potrebbe semplificare le cose…"
Quest_10_3,You managed to procure the rare 'maw pie'. This should make Lisa happy.,Sei riuscito a procurarti la rara “torta della voragine”: questo dovrebbe rendere felice Lisa.
Quest_10_4,"You proved your natural talents for divination. The hag is somewhat impressed, and you got a nice spell out of it.","Hai dimostrato i tuoi talenti naturali nel divinare. La strega ne è piuttosto impressionata, e in cambio hai ottenuto una bellissima magia."
Quest_11_1,Finish the Quest,Completare la Missione.
Quest_11_2,"Talk with everyone you need to talk to. When you're done, head over to the ballot box with Snell. 

After so many Frays, isn't this a wonderful String to end on?","Parla con tutte le persone con cui devi parlare. Una volta finito, vai insieme a Snell alla cabina elettorale.

Dopo tante difficoltà, non è forse questa l’occasione perfetta per concludere tutto al meglio?"
Quest_11_3,"The coming days will be the most interesting days in the history of Norvik. Unfortunately for you, they'll be nothing but a flash. Depending on your choices you might end up in different positions here, at start of this ERA. But somehow, in your gut, you feel an ominous sense of reckoning. Will your EGO allow you to survive this new world?","I prossimi giorni saranno i più interessanti nella storia di Norvik. Purtroppo, per voi, non saranno altro che un istante fugace. A seconda delle vostre scelte, potreste trovarvi in posizioni diverse all’inizio di questa era. Ma, in qualche modo, dentro di voi percepite una sinistra sensazione di inevitabilità… Il vostro EGO vi permetterà di sopravvivere in questo nuovo mondo?"
Quest_14_1,Election Week,Settimana delle Elezioni
Quest_14_2,The first ever election in Norvikian history will take place in just a few days' time. What will you vote for?,La prima elezione nella storia di Norvik si terrà tra pochi giorni. Per cosa voterete?
Quest_14_3,You've shown your preference for the Party of Norvik $NATIONALIST times in the last few days. A true Urthguard veteran!,Negli ultimi giorni hai dimostrato più volte la tua preferenza per il Partito Nazionalista di Norvik… Un vero veterano delle Guardie di Urth!
Quest_14_4,"You've mentioned Freestrider talking points at least $FREESTRIDER times, as any modern man would.","Avete menzionato almeno $FREESTRIDER volte i discorsi tipici di un “Cavalcatore Libero”, proprio come farebbe qualsiasi uomo moderno."
Quest_14_5,You've talked about positive opinions on Azgalism about $AZGALIST times ever since waking up in the Lichhouse. Really brings you back.,"Hai parlato molte volte delle opinioni positive riguardo all’Azgalismo, da quando ti sei risvegliato nella Casa dei Lich. Questo ti riporta davvero indietro nel tempo…"
Quest_14_6,"Obviously, you're very clear about the fact that you should be the future god-wizard-king of Norvik. You've said so $ARCANIST times, in real conversations, with real people.","Ovviamente, sei assolutamente convinto di dover diventare il futuro re-stregone-dio di Norvik. L’hai detto molte volte, in conversazioni reali con persone reali."
Quest_14_7,"Politics isn't really for you. So you've said, $APOLITICAL times, whenever the topic comes up. Being apolitical sure is neat!","La politica non fa davvero per te… Ecco perché, ogni volta che si affronta l’argomento, dici sempre di essere “apolitico”. Essere apolitici, in effetti, è davvero una scelta comoda!"
Quest_14_8,"<i>Agrarian</i>.

It's in your blood. Dirt, mostly. You've expelled some of it during conversations $AGRARIAN times.","<“Agricolo”>.

È nel tuo sangue… soprattutto nella terra. Ne hai espulso una parte durante le conversazioni… in quei tempi “agricoli”."
Quest_14_9,"Now you know. You're ready.

Ready for ELECTION DAY.","Ora lo sai… Sei pronto.

Pronto per il GIORNO DELL’ELEZIONE."
Quest_45_1,Democratization,Democratizzazione
Quest_45_2,"The city is changing. As are you. You have always been volatile in your political views, but now it's time to choose, for real.

You have unlocked the ability to ask people what they are voting for. A deep urge inside of you is calling: you need to ask. You MUST ask. Over and over again. At least twenty times. Okay, ten.

You have currently asked people $DEM times.","La città sta cambiando… E lo stesso vale per te. Hai sempre avuto opinioni politiche instabili, ma ora è arrivato il momento di scegliere, davvero.

Hai ottenuto la possibilità di chiedere alle persone per cosa voteranno. Una forte urgenza dentro di te ti spinge a farlo… Devi chiedere, e ripetere il gesto almeno venti volte… Ok, dieci volte.

Fino ad ora, hai già chiesto alle persone… $DEM volte."
Quest_45_3,"You have successfully spread the IDEA of democracy, simply by asking people what they are voting for. Everyone is now better off, thanks to your extremely helpful behavior.

You are a real hero.","Hai diffuso con successo l’IDEA della democrazia, semplicemente chiedendo alle persone per cosa intendevano votare. Ora tutti stanno meglio, grazie al tuo comportamento estremamente utile.

Sei davvero un eroe."
Quest_15_1,Circle Square Conflict,Conflitto tra Circolo e Quadrato
Quest_15_2,An orc and a bunch of dwarves are in a deadlock. The dwarves want to hold a rally and the orc is sent to stop them.,Un orco e un gruppo di nani sono in una situazione di stallo. I nani vogliono tenere un raduno e l’orco è stato mandato per fermarli.
Quest_15_3,Alfoz says they have legal right to hold their rally.,Alfoz afferma che abbiano il diritto legale di tenere il loro raduno.
Quest_15_4,Viira claims the dwarves' legal documents are expired.,Viira afferma che i documenti legali dei nani siano scaduti.
Quest_15_5,"Alfoz ended up punching you, after which the dwarves tactfully retreated. You should speak with Viira.","Allfoz alla fine vi ha colpito con un pugno; dopo, i nani si sono ritirati in modo diplomatico. Dovreste parlare con Viira."
Quest_15_6,You convinced Alfoz to leave the (circle) square. You should speak with Viira.,Hai convinto Alfoz a lasciare quella piazza. Dovresti parlare con Viira.
Quest_15_7,You managed to get the Azgal dwarves to leave the Circle Square. But at what cost?,Sei riuscito a far lasciare i nani Azgal dalla Piazza del Cerchio… Ma a quale prezzo?
Quest_16_1,Young & Dumb,Giovani e Inesperti
Quest_16_2,"You hear there's going to be trouble down on Waterlane this evening, on your first day on Tolstad. You should check it out.","Hai sentito dire che stasera, nel quartiere di Waterlane, ci saranno dei problemi… È il tuo primo giorno a Tolstad: dovresti andare a vedere cosa sta succedendo."
Quest_16_3,"Some girl was delivering an Azgal magazine on Upper Tolstad. She seemed out of place, and talked about going down to Waterlane this evening.",Una ragazza stava consegnando una rivista “Azgal” a Upper Tolstad. Sembrava fuori luogo e parlava di voler andare a Waterlane quella sera.
Quest_16_4,You found a note about a 'Norvikian Resistance' meeting up on Waterlane this evening. Uh oh.,Hai trovato un biglietto che parla di un incontro della “Riserva Norvikiana” stasera a Waterlane… Uh oh.
Quest_16_5,You sided with Modissa and the Azgal Youth. They have a right to deliver their paper.,Hai scelto di schierarti con Modissa e la Gioventù di Azgal. Hanno il diritto di diffondere il loro messaggio.
Quest_16_6,You sided with Rollo and the Norvikian Resistance. They are serving their city's best interest.,Hai scelto di schierarti al fianco di Rollo e della Resistenza Norvicana. Loro agiscono nell’interesse supremo della loro città.
Quest_16_7,You managed to resolve the conflict between the Young Azgals and the Norvikian Resistance. Somewhat.,"Sei riuscito a risolvere, in parte, il conflitto tra i Giovani Azgals e la Resistenza Norvika."
Quest_17_1,Copper Press Fever,Febbre della Pressa di Rame
Quest_17_2,An Azgalist newspaper is being printed on Tolstad. You should find the location of this copper press and the name of the secret editor.,Su Tolstad viene stampato un giornale azgalista. Dovreste riuscire a individuare la location di questa tipografia in rame e il nome dell’editore segreto.
Quest_17_3,"The paper is being printed in an apartment at Pillar Crossing. Highly illegal. You can either help them, or report them to the Freestriders.",Il foglio viene stampato in un appartamento a Pillar Crossing. È assolutamente illegale. Puoi aiutarli o denunciarli ai Cavalcatori Liberi.
Quest_17_4,Modissa needs more ink in order to print full coverage of their election issue. She asked you to find 'Quillwell Cartridges' inside the 'Guild Warehouse' on 'Waterlane'.,"Modissa ha bisogno di più inchiostro per poter pubblicare un resoconto completo sull’elezione. Ti ha chiesto di trovare le “Cartucce per Pennini” all’interno del “Magazzino della Gilda”, situato in “Waterlane”."
Quest_17_5,You entered the Guild Warehouse and collected a 'Quillwells' cartridge of ink. Time to get it back to Modissa.,Sei entrato nel magazzino della Gilda e hai raccolto un cartuccio di inchiostro “Quillwells”. È ora di restituirlo a Modissa.
Quest_17_6,"You've convinced Modissa to tone down her article. The election issue will be a solid and normal Azgalist issue, focused on the election.","Avete convinto Modissa a moderare il suo articolo. La questione elettorale sarà trattata in modo serio e ordinario, secondo gli standard tipici di Azgalist, concentrandosi esclusivamente sull’argomento delle elezioni."
Quest_17_7,"Modissa says she'll tone down her article. How she does it, and if, remains to be seen.","Modissa dice che ridurrà il tono del suo articolo. Come farà, e se ci riuscirà, resterà da vedere."
Quest_17_8,"You've convinced Alfoz to sanction Modissa's article. The election issue will make a splash throughout the city, for good and bad.","Avete convinto Alfoz a approvare l’articolo di Modissa. La questione elettorale susciterà notevole scalpore in tutta la città, con conseguenze sia positive che negative."
Quest_17_9,The ink you gave Modissa will help them print even more copies of The Chant. Now they should have full coverage on their election issue.,L’inchiostro che avete fornito a Modissa li aiuterà a stampare ancora più copie di “The Chant”. Ora dovrebbero riuscire a coprire completamente l’argomento legato alle elezioni.
Quest_17_10,"You've reported the printer's location to Viira. They'll shut it down before the election issue can come out. Of course, the Azgalists won't know you're the one behind it...","Hai segnalato la posizione della stampante a Viira. La chiuderanno prima che la questione legata alle elezioni venga alla luce. Ovviamente, gli Azgalisti non sapranno che sei tu il responsabile…"
Quest_18_1,Norvikian Resistance,La Resistenza Norvikiana
Quest_18_2,You've heard of a secret society of 'pure' Nationalists who gather in the Rollermill. They must be very powerful.,Avrete sicuramente sentito parlare di una società segreta di nazionalisti “puri” che si riuniscono nel Rollermill… Devono essere molto potenti.
Quest_18_3,"Rollo and his friends meet up in the Rollermill. They want you to steal a document from the Freestriders, on behalf of their secret contact within the Resistance.","Rollo e i suoi amici si incontrano al Rollermill. Vogliono che tu rubi un documento dai Cavalcatori Liberi, per conto del loro contatto segreto all’interno della Resistenza."
Quest_18_4,"The Askanii-Reeds Trade Co. has apparently signed a contract with the city for exclusive land rights of every port. Including the entirety of Waterlane. In exchange, the Freestriders have funded several of the Magistrate's personal businesses. If this came out, it would cause havoc.","A quanto pare, la Askanii-Reeds Trade Co. ha firmato un contratto con la città che le conferisce i diritti esclusivi su tutti i porti, compresa l’intera zona di Waterlane. In cambio, i Cavalcatori Liberi hanno finanziato diverse attività personali del Magistrato. Se questa notizia venisse divulgata, causerebbe un grande scompiglio."
Quest_18_5,You gave the documents to Rollo. How this will impact the city is left undecided.,Hai consegnato i documenti a Rollo. L’impatto che questo avrà sulla città rimane ancora da determinare.
Quest_18_6,"You gave back the documents to the Agent Viira, letting her know about the plot against the Freestriders in the city.","Hai restituito i documenti all’Agente Viira, informandola sulla cospirazione contro i Cavalcatori Liberi nella città."
Quest_18_7,You made the boys leave the Rollermill. They won't be holding their meetings here any longer.,Hai fatto sì che quei ragazzi lasciassero il Rollermill… Non terranno più le loro riunioni qui.
Quest_19_1,Capital Dominion,Dominion Capitale
Quest_19_2,"Since you're a friend of the AR Trading Co., Viira offered you a gig: hand out AEFAs (Askanii Economic Freestrider Accord) to local entrepreneurs.","Poiché sei un amico della AR Trading Co., Viira ti ha offerto un incarico: distribuire gli AEFAs (Accordi Economici per i Cavalcatori Liberi di Askanii) agli imprenditori locali."
Quest_19_3,You handed an AEFA to Visken.,Hai consegnato un AEFA a Visken.
Quest_19_4,You handed an AEFA to the Potion Seller.,Hai consegnato un AEFA al Venditore di Pozioni.
Quest_19_5,You handed an AEFA to Rixbiter.,Hai consegnato un AEFA a Rixbiter.
Quest_19_6,You handed an AEFA to the Book Binder.,Hai consegnato un AEFA al Rilegatore di Libri.
Quest_19_7,You handed an AEFA to Thalassos.,Hai consegnato un AEFA a Thalassos.
Quest_19_8,You handed an AEFA to Oyu.,Hai consegnato un AEFA a Oyu.
Quest_19_9,"You had a lovely talk with the horrifying visage of the Golden Horde, Ambassador Ivcx.","Avete avuto una piacevole conversazione con quel volto orribile della Golden Horde, l’ambasciatore Ivcx."
Quest_19_10,"Viira was happy with your performance in that tense conversation, and offers you a future within the AR Trading Co.",Viira è stata soddisfatta della tua performance in quella conversazione tesa e ti offre una possibilità futura all’interno della AR Trading Co.
Quest_19_11,"Viira was furious with your behavior, and promised retaliation in the future. The Freestriders are not your friends anymore.",Viira era furiosa per il tuo comportamento e promise vendetta in futuro. I Cavalcatori Liberi non sono più tuoi amici.
Quest_19_12,"You stood up to Ivcx, while reinforcing the Freestriders claim on Norvik. Viira is extremely happy with your performance, and promises you a grand future within the Revolution.","Ti sei opposto a Ivcx, rafforzando al contempo le rivendicazioni dei Cavalcatori Liberi su Norvik. Viira è estremamente soddisfatta della tua performance e ti promette un futuro glorioso all’interno della Rivoluzione."
Quest_21_1,Milkurious,Milkurious
