ID,ENGLISH,ITALIAN
Quest_8_8,"The hag hid in the Below to avoid trouble after barely missing the explosion by accident. You can't arrest her either way, so it's time to look elsewhere.",
Quest_9_1,Safe & Secure,
Quest_9_2,"Drummer has a safe hidden in his office, in the back of the tea shop.",
Quest_9_3,You got Drummer's safe open. Great job.,
Quest_10_1,Strings of Divination,
Quest_10_2,Lisa wants you to prove your natural ability for divination magic. If you get her a 'maw pie' then she'll teach you a trick that could make it easier...,
Quest_10_3,You managed to procure the rare 'maw pie'. This should make Lisa happy.,
Quest_10_4,"You proved your natural talents for divination. The hag is somewhat impressed, and you got a nice spell out of it.",
Quest_11_1,Finish the Quest,
Quest_11_2,"Talk with everyone you need to talk to. When you're done, head over to the ballot box with Snell. 

After so many Frays, isn't this a wonderful String to end on?",
Quest_11_3,"The coming days will be the most interesting days in the history of Norvik. Unfortunately for you, they'll be nothing but a flash. Depending on your choices you might end up in different positions here, at start of this ERA. But somehow, in your gut, you feel an ominous sense of reckoning. Will your EGO allow you to survive this new world?",
Quest_14_1,Election Week,
Quest_14_2,The first ever election in Norvikian history will take place in just a few days' time. What will you vote for?,
Quest_14_3,You've shown your preference for the Party of Norvik $NATIONALIST times in the last few days. A true Urthguard veteran!,
Quest_14_4,"You've mentioned Freestrider talking points at least $FREESTRIDER times, as any modern man would.",
Quest_14_5,You've talked about positive opinions on Azgalism about $AZGALIST times ever since waking up in the Lichhouse. Really brings you back.,
Quest_14_6,"Obviously, you're very clear about the fact that you should be the future god-wizard-king of Norvik. You've said so $ARCANIST times, in real conversations, with real people.",
Quest_14_7,"Politics isn't really for you. So you've said, $APOLITICAL times, whenever the topic comes up. Being apolitical sure is neat!",
Quest_14_8,"<i>Agrarian</i>.

It's in your blood. Dirt, mostly. You've expelled some of it during conversations $AGRARIAN times.",
Quest_14_9,"Now you know. You're ready.

Ready for ELECTION DAY.",
Quest_45_1,Democratization,
Quest_45_2,"The city is changing. As are you. You have always been volatile in your political views, but now it's time to choose, for real.

You have unlocked the ability to ask people what they are voting for. A deep urge inside of you is calling: you need to ask. You MUST ask. Over and over again. At least twenty times. Okay, ten.

You have currently asked people $DEM times.",
Quest_45_3,"You have successfully spread the IDEA of democracy, simply by asking people what they are voting for. Everyone is now better off, thanks to your extremely helpful behavior.

You are a real hero.",
Quest_15_1,Circle Square Conflict,
Quest_15_2,An orc and a bunch of dwarves are in a deadlock. The dwarves want to hold a rally and the orc is sent to stop them.,
Quest_15_3,Alfoz says they have legal right to hold their rally.,
Quest_15_4,Viira claims the dwarves' legal documents are expired.,
Quest_15_5,"Alfoz ended up punching you, after which the dwarves tactfully retreated. You should speak with Viira.",
Quest_15_6,You convinced Alfoz to leave the (circle) square. You should speak with Viira.,
Quest_15_7,You managed to get the Azgal dwarves to leave the Circle Square. But at what cost?,
Quest_16_1,Young & Dumb,
Quest_16_2,"You hear there's going to be trouble down on Waterlane this evening, on your first day on Tolstad. You should check it out.",
Quest_16_3,"Some girl was delivering an Azgal magazine on Upper Tolstad. She seemed out of place, and talked about going down to Waterlane this evening.",
Quest_16_4,You found a note about a 'Norvikian Resistance' meeting up on Waterlane this evening. Uh oh.,
Quest_16_5,You sided with Modissa and the Azgal Youth. They have a right to deliver their paper.,
Quest_16_6,You sided with Rollo and the Norvikian Resistance. They are serving their city's best interest.,
Quest_16_7,You managed to resolve the conflict between the Young Azgals and the Norvikian Resistance. Somewhat.,
Quest_17_1,Copper Press Fever,
Quest_17_2,An Azgalist newspaper is being printed on Tolstad. You should find the location of this copper press and the name of the secret editor.,
Quest_17_3,"The paper is being printed in an apartment at Pillar Crossing. Highly illegal. You can either help them, or report them to the Freestriders.",
Quest_17_4,Modissa needs more ink in order to print full coverage of their election issue. She asked you to find 'Quillwell Cartridges' inside the 'Guild Warehouse' on 'Waterlane'.,
Quest_17_5,You entered the Guild Warehouse and collected a 'Quillwells' cartridge of ink. Time to get it back to Modissa.,
Quest_17_6,"You've convinced Modissa to tone down her article. The election issue will be a solid and normal Azgalist issue, focused on the election.",
Quest_17_7,"Modissa says she'll tone down her article. How she does it, and if, remains to be seen.",
Quest_17_8,"You've convinced Alfoz to sanction Modissa's article. The election issue will make a splash throughout the city, for good and bad.",
Quest_17_9,The ink you gave Modissa will help them print even more copies of The Chant. Now they should have full coverage on their election issue.,
Quest_17_10,"You've reported the printer's location to Viira. They'll shut it down before the election issue can come out. Of course, the Azgalists won't know you're the one behind it...",
Quest_18_1,Norvikian Resistance,
Quest_18_2,You've heard of a secret society of 'pure' Nationalists who gather in the Rollermill. They must be very powerful.,
Quest_18_3,"Rollo and his friends meet up in the Rollermill. They want you to steal a document from the Freestriders, on behalf of their secret contact within the Resistance.",
Quest_18_4,"The Askanii-Reeds Trade Co. has apparently signed a contract with the city for exclusive land rights of every port. Including the entirety of Waterlane. In exchange, the Freestriders have funded several of the Magistrate's personal businesses. If this came out, it would cause havoc.",
Quest_18_5,You gave the documents to Rollo. How this will impact the city is left undecided.,
Quest_18_6,"You gave back the documents to the Agent Viira, letting her know about the plot against the Freestriders in the city.",
Quest_18_7,You made the boys leave the Rollermill. They won't be holding their meetings here any longer.,
Quest_19_1,Capital Dominion,
Quest_19_2,"Since you're a friend of the AR Trading Co., Viira offered you a gig: hand out AEFAs (Askanii Economic Freestrider Accord) to local entrepreneurs.",
Quest_19_3,You handed an AEFA to Visken.,
Quest_19_4,You handed an AEFA to the Potion Seller.,
Quest_19_5,You handed an AEFA to Rixbiter.,
Quest_19_6,You handed an AEFA to the Book Binder.,
Quest_19_7,You handed an AEFA to Thalassos.,
Quest_19_8,You handed an AEFA to Oyu.,
Quest_19_9,"You had a lovely talk with the horrifying visage of the Golden Horde, Ambassador Ivcx.",
Quest_19_10,"Viira was happy with your performance in that tense conversation, and offers you a future within the AR Trading Co.",
Quest_19_11,"Viira was furious with your behavior, and promised retaliation in the future. The Freestriders are not your friends anymore.",
Quest_19_12,"You stood up to Ivcx, while reinforcing the Freestriders claim on Norvik. Viira is extremely happy with your performance, and promises you a grand future within the Revolution.",
Quest_21_1,Milkurious,
Quest_21_2,"Crown collection. Coin capture. Cash cidnapping. There are many ways to describe it.

<b>Get rich. Or die trying.</b> The only way to do it is obviously to get this milk delivery gig. Try checking around Waterlane in the morning...",
Quest_21_3,"Ost gave you five bottles of milk to sell to random people. After the election he expects you to return with 10,000 crowns- his recoup on this wonderful scheme. 

Clearly, this is the only way for you to get rich.",
Quest_21_4,You refused to sell the milk. It was clearly a scam.,
Quest_21_5,You did not manage to sell the five bottles of rotten milk for twenty thousand crowns. Ost was not shocked.,
Quest_21_6,"You gave Ost 10,000 crowns on election day. He was shocked.",
Quest_22_1,Valkyrie,
Quest_22_2,"Ettir, the angel working for Magistrate Darrow, is your roommate during this investigation. You find her elusive yet intriguing. Find out more by performing the most difficult of techniques: speaking with her.",
Quest_22_3,"You successfully got Ettir to open up to you. She is clearly a strange creature, living alone in a city that has no real place for her. She has offered to help you in your investigation, once you reach far below the city...",
Quest_22_4,You met the angel in the City Below. Yet she will only join you once you've reached even further on your descent.,
Quest_22_5,Ettir joins your party while you are exploring this lowest level beneath the city.,
Quest_23_1,A Missing Paladin,
Quest_23_2,"Lord Gorm of Norvik has gone missing. The legendary paladin is said to have disappeared far below the city... 

<b>Locate the Missing Paladin. It will make you a hero.</b>",
Quest_23_3,"You located an official Paladin Sigil in the City Below. It appears high-ranking enough that it must have been Lord Gorm's. While you have not found a body, he is most likely lost to the dungeon.",
Quest_23_4,You found Lord Gorm in the Beyond. But should you report this to Darrow? Only time will tell what the right choice is.,
Quest_24_1,Golden Line,
Quest_24_2,There's a geopolitical conflict going on in the Clanlands. The homeland of Askanii-native halflings has been cut in half - by the so-called <i>Golden Line</i>. Celestials hold the west. Maybe you should find out more?,
Quest_24_3,Jehanne has family fighting on the Golden Line. They are starving.,
Quest_24_4,"Snurre is a member of the Harefoot Clan, and is distant cousin with Carrot.",
Quest_24_5,"Oyu wants to support her kin in the Clanlands, as do many of Kargameshian descent.",
Quest_24_6,"Ivcx shared his knowledge of the Golden Line- how the truce will be upheld, and how the Horde is planning on taking over through more diplomatic means. But ultimately, the halflings will not be allowed autonomy.",
Quest_25_1,Hammer & Zeal,
Quest_25_2,Rollo believes the information gathered from the Freestriders should be shared with the Azgals. He wants you to invite Modissa to a meeting.,
Quest_25_3,"Modissa has accepted the invitation, and will show up at the rollermill with her squad. Get ready for a mess.",
Quest_25_4,"Modissa and Rollo had a chat about the Freestrider contract. She is going to print an exposé in the election day issue of the Chant, then the other papers will get copies of the documents.",
Quest_25_5,Modissa and Rollo had a chat about the Freestrider contract. Together they will send out copies of the documents to all the major newspapers in the city.,
Quest_30_1,Esoteric Ebb,
Quest_30_2,"There's a rhythm to Jor's Realm, and you heard his voice. Find it at his closest Pillar. It reaches deep - investigate it on every level.",
Quest_30_3,"You meditated with the Pillar of Jor, on Pillar Street.",
Quest_30_4,You spoke with the whispers on Pillar Crossing. They are ominous to say the least.,
Quest_30_5,"You felt a connection with the voices inside the Pillar, down in the City Below. You saw something that shook you.",
Quest_30_6,"You investigated the bottom of the Pillar of Jor, as it disappears into the lush mounds of the Undersea Path.",
Quest_30_7,"Despite its dormant nature, this Pillar of Jor is highly active inside. The souls of the dead flow through it. You hear them. 

For now, that is all you will learn.",
Quest_31_1,River Take Ye,
Quest_31_2,You were brought to the lichhouse by some fishermen. But how did you survive your plunge into the river?,
Quest_31_3,The merman Thalassos was the one who rescued you from the river. But he says you were dead when he dropped you off at the Lichhouse.,
Quest_31_4,You found the exact spot you fell into the river. The bike rack! Someone must have pushed you in.,
Quest_31_5,Visken was the one who brought you back - on behalf of Lady Sageleaf. But why?,
Quest_31_6,Lady Sageleaf heard of your demise and hired Visken to bring you back. Only because she did not want to wait for another cleric. Wow.,
Quest_31_7,"It was the teenage girl, Freydis. She killed you. And she found it very annoying that you came back from the dead. 

The whole ordeal is honestly highly embarrassing.",
Quest_32_1,Lichhouse Blues,
Quest_32_2,The pale man called Visken is very suspicious. Find out what's going on in his lichhouse.,
Quest_32_3,The kobold security guard does milk runs to earn extra cash. But why?,
Quest_32_4,That dark knight appears to have some connection to Visken. He is very scary.,
Quest_32_5,The mercenary Razz clearly works for Visken. Somehow.,
Quest_32_6,The horrific crocolisk Kraaid seems to be working for Visken in some capacity. The pale man must be a strange fellow to have such friends...,
Quest_32_7,You found out Visken is a powerful undead sorcerer. A <i>LICH</i>. But what can you do about it?,
Quest_32_8,"You've found several of Visken's 'Helpers' across Tolstad. And the pale man himself must be some type of evil mastermind. You must investigate further- and you have been given a hint: visit the lichhouse after midnight. <i>Alone</i>. It might end up rough, so make sure to prepare.",
Quest_32_9,You found Visken and his pawns having a little party at the lichhouse- and he offered you a dark bargain.,
Quest_33_1,Cult Hit,
Quest_33_2,"An assassin came for your life. You survived, but the attacker got away. With no clues to go on other than an esoteric mask, you must be ready for them to return at any time.",
Quest_33_3,"Walking alone at night, a masked assassin came for you. Whoever it was, it sure looks culty. Since they were clearly waiting until you were alone, this is absolutely someone trying to kill you in particular.",
Quest_33_4,"You ran into the assassin in the City Below. The masked attacker seems to have been guarding a specific secret path, leading far down...",
Quest_33_5,"You tracked down the assassin all the way to the Old Prison, far beneath the city. The attacker turned out to be Freydis, the daughter of Coinlord Darrow. So you had no choice but to let her go. Now to meet her patron...",
Quest_33_6,"Delving ever deeper, you encountered a Trifler in his lair. You had a chat with him, and it appears he was the one behind the attacks- but that it's all water under the bridge now.

What are you going to do? Arrest it?",
Quest_34_1,Class Conflict,
Quest_34_2,"You're very opinionated. Now it's time to choose a path.

<i>Cleric. Rogue. Wizard.</i> Or something else?",
Quest_34_3,"You've declared yourself <b>The Cleric</b> of Norvik $CLERIC times. It's a grand title, suitable for a true human cleric like yourself.",
Quest_34_4,You have made it clear $ROGUE times now - you're a dick-ass rogue! And nobody can stop you from being the coolest sneaker on Tolstad.,
Quest_34_5,"As of now, you have said, $WIZARD times, that you are a wizard. Which you are. Despite the getup, your true talent lies within the Arcane. Obviously.",
Quest_34_6,"After showing your Primal attunement, you're now ready to call yourself an aspiring Druid. Time will tell if this path is in any way interesting to you... by telling folk about it, $DRUID_Choice times.",
Quest_34_7,"You've declared yourself to be a Bard. A dancing bard, supposedly. Considering your track record, you might just end up turning this into a legitimate side-thing. So far, you've told people $BARD_Choice times.",
Quest_34_8,"You survived eating the Slogdog, thus learning the ways of the primal warrior. One filled with rage and unprocessed meats. Hence, you're basically already a Barbarian of Askanii. Congratulations. You've spread the word about it, $BARB_Choice times.",
Quest_34_9,You have found yourself. Congratulations.,
Quest_35_1,Phoenix Folio,
Quest_35_2,"After your river adventure, your old spellbook is ruined! Find a service provider who can rebind it for you.

<b>Fix your ruined spellbook, damn it!</b>",
Quest_35_3,"You found a bookbinder on Waterlane View. He'll fix your prayer book, but you'll have to pay 250 crowns for the job. And it'll take him till the next morning. Or rather, afternoon, since he's an owl. They seem to be nocturnal. Or maybe it's a bookbinder thing. Don't be judgmental.",
Quest_35_4,You managed to get back your prayer book - now rebound and in a shiny fresh condition. This should help a lot in memorizing spells!,
Quest_36_1,Primal Kin,
Quest_36_2,Convince Nessan to teach you primal magic. If you're so inclined.,
Quest_36_3,"You attuned to the primal Strings, proving yourself to Nessan. You are now a very newbie Druid - at least in her eyes.",
Quest_36_4,You've saved a fungal-man on the Undercoast Path. This must certainly put you in alignment with nature.,
Quest_36_5,Nessan has invited you to a recurring druidism meetup event. This is exactly what a 27 year old man needs to make more friends.,
Quest_38_1,Crypt Keeper,
Quest_38_2,"There is a powerful spellcaster named Bondevol hiding down in the crypts.

<b>You must find him.</b>",
Quest_38_3,"You had a lovely conversation with Bondevol, the demi-lich. He was only somewhat insane.",
Quest_39_1,Lost Mines of Toul'Amon,
Quest_39_2,"A dwarf named Akzel is looking for a legendary lost mine, somewhere in the tunnel to the southwest. But the HWBT won't allow him passage. 

Find a symbol of the sun, or lack thereof 'the shrine', then report back to him to get a reward.",
Quest_39_3,"You found an ancient cat-themed shrine, which gave you a poem.",
Quest_39_4,Akzel realized he was looking in the wrong place. But the poem seemed to have given him a clue where to search next - he invites you to join him in a couple of months for a proper expedition.,
Quest_40_1,Philogynistic Agenda,
Quest_40_2,Women. They're <i>everywhere</i>. Your worth as a man is based only on the admiration you get from them. Your goal? Get a date. A real date. Good luck.,
Quest_40_3,"You managed to secure a promised date with Agent Viira, the handsome orc Freestrider! However, not until after the election. So no need to worry about that now.",
Quest_40_4,"Somehow, you managed to convince the celestial warrior Ettir to go on a date with you, in a couple of weeks or so. Or at least, you think that's what happened. Maybe. Great job!",
Quest_40_5,"Moongore, the HWBT gardener/guardian, was charmed by a man in yellow. You must avenge her honor to prove your worth...",
Quest_40_6,"You avenged Moongore's honor and gained her respect, as a man. She agreed to go on a 'sparring match' (basically a date?) after the election. Aren't you a lucky guy!",
Quest_41_1,Essence of Inflorescence,
Quest_41_2,"Nearly the Minstrel is the owner of a glorious head-blossom. It must be yours.

<b>Get your hands on the Flower Crown.</b>",
Quest_41_3,Nearly asked you to help her get an extension on her rent- from Lady Sageleaf. Uh-oh.,
Quest_41_4,You got the flower crown. Now you can wear it and feel at peace with nature.,
Quest_41_5,You got the rent extension for Nearly. She was very happy. Now you can have your flower crown in wonderful and good conscience.,
Quest_42_1,Three Hundred Pieces,
Quest_42_2,You encountered a corpse in the Lichhouse. It seems fresh and ready for Revivify. Though it'd cost quite a bit of money to bring him back- almost a month's rent!,
Quest_42_3,"You managed to bring back the old man. He appeared mostly annoyed with you, then left without even giving you a thanks.",
Quest_42_4,"Turns out, the man was Rollo and Arn's father. They were contacted by him, after his resurrection, but they broke off on their own.",
Quest_43_1,An Easy Riddle,
Quest_43_2,"The drunk sphinx in the Drunk Sphinx has offered you another riddle: if you solve it, you will gain access to her vault. Are you up to the challenge?",
Quest_43_3,The sphinx hints that the only way to solve her riddle is to perform some type of action. Something beyond the scope of a simple <i>dialog</i>...,
Quest_43_4,"You unlocked the vault gate behind the sphinx. It was kind of easy, wasn't it? But now... what's inside?",
Quest_43_5,"You received the Deck of Many Things inside the vault. Interesting, huh? Maybe you should draw a card or two. Or maybe not.",
Quest_44_1,The Lost 6th Edition,
Quest_44_2,"Sch. Snurre Appledent has tasked you with retrieving a rare copy of Cividix's <i>Book of the Mind</i>, which is supposedly found somewhere in the dungeons in  the City Below.",
Quest_44_3,You encountered the Living Library and retrieved this rare book from its shelves. It is a powerful magical tome- but Snurre will let you keep it. He just wants to copy the foreword.,
Quest_44_4,"As Snurre attempted to copy the foreword, the esoterically summoned spirit of Cividix himself became near corporeal. But you handled it. You got a bit possessed, but you handled it, allowing him to both copy the foreword and gain great insight into the secrets of Cividix.",
Quest_44_5,"As Snurre attempted to copy the foreword, the esoterically summoned spirit of Cividix himself became near corporeal, possessing Snurre in the process. He got exorcised in the end, and managed to both copy the foreword and gain great insight into the secrets of Cividix.",
